Sensor_ID,Timestamp,Temperature_C,Humidity_pct,Status,Location,Extra_1,Extra_2
SEN2807,2024-11-01 18:25:09,16.46,34.9,WARN,Plant C,decide,suffer
SEN8359,2025-06-05 17:56:34,-1.32,38.1,OK,Plant A,some,rich
SEN1678,2025-08-19 09:14:58,33.94,68.48,WARN,Plant A,design,race
SEN9296,2025-09-06 19:56:34,,36.87,WARN,Warehouse 1,me,wonder
SEN4066,2025-06-12 05:37:03,42.24,19.13,ERROR,Plant A,traditional,quickly
SEN7070,2025-10-18 19:38:59,0.76,34.99,WARN,Plant A,later,strong
SEN3507,2025-04-07 16:50:08,39.62,76.58,ERROR,Warehouse 1,necessary,another
SEN2408,2025-02-16 18:59:52,39.89,76.51,ERROR,Plant B,high,international
SEN7803,2024-12-09 09:08:02,3.2,83.56,ERROR,Plant C,look,culture
SEN3855,2024-11-08 17:47:13,19.06,29.12,ERROR,Plant B,game,interview
SEN4701,2025-07-14 02:58:48,29.8,60.34,WARN,Plant B,gas,face
SEN6740,2025-05-11 14:21:51,-5.73,66.17,ERROR,Plant C,American,then
SEN3301,2025-03-15 19:47:21,27.58,87.54,WARN,Warehouse 1,issue,miss
SEN7478,2025-05-25 06:44:04,35.58,96.42,WARN,Plant A,first,politics
SEN4360,2024-12-22 01:36:19,10.2,76.31,WARN,Plant C,from,town
SEN1388,2025-06-14 01:38:24,-6.06,93.63,OK,Plant C,appear,summer
SEN2181,2025-06-02 09:58:08,24.56,,WARN,Plant A,read,word
SEN3187,2024-11-21 17:56:16,29.07,61.93,WARN,Plant C,car,evening
SEN7635,2024-11-28 20:34:45,-4.87,72.08,WARN,Plant C,environmental,their
SEN4534,2025-02-25 09:02:45,34.39,16.35,ERROR,Warehouse 1,than,design
SEN8287,2025-07-06 00:18:29,5.33,15.43,WARN,Warehouse 1,south,city
SEN1458,2025-09-28 08:01:57,-9.05,14.53,ERROR,Plant A,matter,town
SEN9975,2025-01-31 19:43:26,0.66,74.32,OK,Plant C,run,water
SEN8239,2025-09-07 05:03:32,45.81,99.99,WARN,Plant C,none,among
SEN7378,2025-01-16 08:36:38,44.74,20.68,ERROR,Plant B,air,since
SEN5433,2025-05-19 17:11:43,35.31,73.05,ERROR,Plant C,fall,exactly
SEN7883,2025-06-15 20:44:13,11.9,40.81,OK,Warehouse 1,view,since
SEN4188,2025-03-15 20:44:33,33.98,80.03,ERROR,Plant A,off,assume
SEN9307,2025-10-16 23:23:14,10.62,31.02,ERROR,Plant C,bank,future
SEN1143,2024-11-14 07:58:49,38.74,60.84,ERROR,Plant A,land,success
SEN9663,2024-11-10 08:52:15,47.35,46.82,WARN,Plant B,mouth,remain
SEN9998,2025-03-24 11:07:07,19.02,20.29,ERROR,Plant C,reach,main
SEN8468,2025-05-12 09:11:16,30.46,75.13,OK,Plant A,standard,especially
SEN3979,2025-04-14 22:21:47,12.18,89.57,ERROR,Plant C,trade,floor
SEN5155,2025-01-07 00:13:24,40.86,90.54,WARN,Plant C,natural,rate
SEN9546,2025-03-27 00:30:14,,77.82,ERROR,Warehouse 1,bar,decade
SEN6990,2025-02-20 06:45:46,4.9,,ERROR,Plant C,debate,have
SEN8598,2024-11-16 08:43:35,44.18,72.01,ERROR,Plant B,newspaper,lot
SEN4983,2024-12-10 18:21:41,0.69,98.81,OK,Plant A,leave,under
SEN9526,2025-01-25 20:37:47,41.98,61.48,WARN,Plant C,receive,them
SEN1818,2025-03-29 09:42:35,17.69,54.56,ERROR,Warehouse 1,situation,suggest
SEN1519,2025-08-12 15:58:50,38.27,59.63,OK,Plant C,option,behind
SEN1790,2025-07-27 07:51:43,45.12,81.56,WARN,Plant C,her,poor
SEN1645,2024-12-22 13:14:03,40.3,11.27,OK,Warehouse 1,although,trial
SEN7377,2025-04-20 21:31:48,8.49,46.4,OK,Plant C,after,executive
SEN3345,2024-10-28 11:42:08,47.23,53.27,OK,Warehouse 1,sort,certainly
SEN3477,2025-01-01 09:25:27,10.41,70.36,OK,Plant A,power,anything
SEN8721,2024-12-25 20:10:24,-6.26,15.4,WARN,Plant B,seek,economic
SEN1175,2025-09-26 10:37:10,48.04,98.24,ERROR,Plant B,American,authority
SEN1158,2024-11-19 17:11:14,15.88,83.78,OK,Plant C,state,discuss
SEN8474,2025-07-18 05:15:22,37.17,,WARN,Plant B,require,note
SEN7538,2024-12-25 11:52:10,-4.22,13.29,OK,Warehouse 1,base,political
SEN4689,2025-09-05 03:44:52,-0.48,92.18,WARN,Warehouse 1,event,experience
SEN2793,2025-10-09 06:04:22,25.26,,ERROR,Plant B,believe,short
SEN2640,2024-12-03 05:57:24,14.62,63.87,ERROR,Warehouse 1,animal,cold
SEN2624,2025-06-21 04:28:26,-5.15,32.74,OK,Warehouse 1,left,different
SEN6485,2025-06-28 00:24:40,29.9,80.17,WARN,Plant A,pick,range
SEN1873,2024-11-16 13:47:49,,45.16,WARN,Plant C,market,health
SEN2190,2025-01-26 09:14:42,39.72,76.87,OK,Plant C,different,million
SEN2457,2025-10-13 09:20:15,,58.02,ERROR,Plant B,growth,experience
SEN5762,2025-08-01 16:02:49,28.51,86.92,WARN,Warehouse 1,expect,base
SEN3193,2025-08-26 05:29:12,,52.19,ERROR,Plant B,sound,know
SEN5699,2025-05-26 21:01:02,30.21,72.34,OK,Plant A,something,former
SEN2845,2025-08-13 16:30:44,-4.29,68.44,OK,Plant C,entire,what
SEN4801,2024-11-11 05:48:16,,43.67,ERROR,Plant C,scientist,support
SEN7744,2025-09-03 12:42:47,2.38,43.89,WARN,Plant C,have,message
SEN3567,2025-04-08 17:34:18,38.82,99.02,ERROR,Plant A,security,stand
SEN6687,2025-08-25 18:17:46,5.19,73.75,OK,Warehouse 1,occur,he
SEN7175,2025-05-20 02:57:04,24.06,22.7,OK,Plant A,camera,popular
SEN1954,2025-03-21 21:34:08,17.95,,WARN,Warehouse 1,commercial,well
SEN7300,2025-05-20 04:29:10,2.38,97.29,ERROR,Plant C,either,price
SEN9146,2025-03-09 14:17:20,-0.71,85.12,ERROR,Plant A,arm,know
SEN9379,2025-10-06 21:19:04,20.85,,ERROR,Plant B,thank,sense
SEN6692,2025-04-17 15:36:47,42.52,63.46,OK,Plant A,anything,large
SEN5079,2025-08-06 17:47:04,4.48,26.2,WARN,Plant B,rise,draw
SEN4475,2025-07-12 06:49:29,23.39,12.18,ERROR,Plant C,one,shoulder
SEN9913,2025-09-09 01:00:18,-7.05,40.06,OK,Plant C,hit,goal
SEN2816,2025-03-26 15:15:53,-9.02,50.41,ERROR,Plant A,wait,wait
SEN9617,2025-01-26 00:35:00,10.43,69.21,ERROR,Plant A,decide,recent
SEN9847,2025-10-02 07:43:12,-6.7,15.0,OK,Plant C,son,option
SEN1150,2025-08-04 07:30:55,3.4,44.07,OK,Plant A,conference,hard
SEN8969,2025-08-06 02:08:20,4.81,93.32,WARN,Plant A,actually,table
SEN1076,2024-11-30 17:36:44,29.5,87.99,WARN,Warehouse 1,structure,though
SEN4916,2024-11-10 16:32:11,12.68,21.89,WARN,Plant C,season,take
SEN7918,2025-08-14 09:53:09,-6.15,,OK,Warehouse 1,clear,car
SEN3797,2025-03-06 11:49:46,27.52,34.73,ERROR,Plant B,from,network
SEN5844,2025-01-08 19:58:18,13.75,28.88,OK,Plant A,night,much
SEN4151,2025-08-18 18:02:55,2.38,68.53,ERROR,Plant C,house,they
SEN2387,2025-08-03 20:20:42,,20.36,ERROR,Plant C,drop,degree
SEN7163,2025-06-26 06:01:39,32.14,65.65,ERROR,Plant A,federal,win
SEN1040,2025-04-04 06:55:31,24.0,,OK,Plant C,art,land
SEN9179,2024-11-29 15:27:36,2.88,66.62,OK,Plant B,ten,air
SEN6571,2025-05-23 22:09:15,36.47,,WARN,Warehouse 1,seek,glass
SEN6260,2024-11-24 10:15:45,13.0,35.98,ERROR,Plant B,around,state
SEN6703,2025-07-02 13:36:24,-4.95,24.54,ERROR,Plant C,government,section
SEN2353,2024-11-29 08:59:46,3.14,19.65,WARN,Plant A,member,wear
SEN3424,2025-04-22 13:57:51,28.85,35.35,OK,Plant B,from,read
SEN2249,2024-11-06 03:35:10,16.48,47.09,OK,Plant A,sister,sort
SEN9572,2025-02-19 07:32:31,14.01,24.77,ERROR,Plant A,bar,history
SEN7849,2024-11-21 11:56:01,41.57,16.81,OK,Plant B,old,audience
SEN4532,2025-04-26 17:15:51,5.8,44.45,WARN,Plant B,land,moment
SEN6386,2025-08-28 10:20:34,,72.47,ERROR,Plant C,thank,candidate
SEN7903,2024-12-05 20:33:46,,95.6,WARN,Plant B,pay,candidate
SEN6532,2025-02-11 17:55:12,45.09,,ERROR,Plant C,whole,four
SEN3717,2025-03-15 10:58:32,10.22,56.1,ERROR,Plant C,among,through
SEN6495,2025-07-27 10:52:48,14.38,97.49,OK,Warehouse 1,able,practice
SEN6031,2025-09-02 05:03:45,,54.25,WARN,Plant C,long,mission
SEN3246,2025-05-15 15:12:09,17.29,49.33,ERROR,Plant A,month,clear
SEN9312,2025-07-22 23:28:36,37.64,24.78,OK,Plant B,teacher,your
SEN1050,2025-05-21 13:51:34,,76.76,ERROR,Warehouse 1,business,budget
SEN7756,2025-01-31 03:25:15,24.4,26.26,ERROR,Plant C,grow,executive
SEN2582,2025-07-12 04:25:40,22.3,,OK,Warehouse 1,with,customer
SEN7950,2025-07-19 10:00:16,36.33,96.75,WARN,Plant C,meeting,white
SEN4818,2025-09-29 23:45:21,5.48,58.29,WARN,Warehouse 1,forward,best
SEN3238,2025-06-27 14:34:07,15.88,92.04,OK,Plant A,PM,pattern
SEN3829,2025-07-20 22:34:45,10.52,40.58,WARN,Warehouse 1,everybody,serve
SEN2227,2025-02-03 01:59:35,48.39,12.03,WARN,Plant C,father,teacher
SEN5526,2024-11-07 14:58:15,38.31,52.49,WARN,Plant B,safe,audience
SEN2895,2025-08-29 04:28:26,-8.43,36.52,ERROR,Warehouse 1,knowledge,open
SEN4837,2025-04-19 21:42:20,18.48,,WARN,Warehouse 1,series,paper
SEN7444,2025-08-22 01:54:30,17.74,,ERROR,Plant B,edge,national
SEN1312,2025-02-25 07:58:43,45.9,82.06,WARN,Plant A,likely,that
SEN2427,2025-09-04 19:56:45,23.67,87.87,WARN,Warehouse 1,state,range
SEN5182,2024-10-28 19:26:29,18.25,64.83,ERROR,Plant C,director,card
SEN2676,2025-09-20 11:36:15,,27.36,ERROR,Plant A,their,strategy
SEN2974,2025-06-12 19:07:21,25.76,70.2,ERROR,Warehouse 1,they,never
SEN1128,2024-11-03 13:32:38,12.21,61.5,ERROR,Plant B,sign,office
SEN6304,2025-10-20 09:02:22,21.57,48.52,OK,Plant B,theory,imagine
SEN1935,2024-12-30 18:38:57,35.02,60.84,WARN,Plant C,look,animal
SEN1386,2025-03-01 23:16:32,2.36,32.01,OK,Plant C,network,add
SEN4019,2025-04-17 05:22:55,49.72,28.76,ERROR,Plant B,student,head
SEN4038,2025-03-11 21:57:46,13.35,,WARN,Plant A,any,close
SEN8081,2025-05-26 10:02:56,35.56,85.94,WARN,Plant B,these,here
SEN1812,2025-03-09 16:24:00,-6.08,37.59,WARN,Plant C,particular,big
SEN7451,2025-04-04 19:44:02,32.55,80.81,OK,Plant A,allow,trip
SEN5299,2025-05-16 12:56:11,36.34,71.77,ERROR,Plant C,television,into
SEN8686,2025-01-28 21:28:12,39.8,11.41,WARN,Plant C,too,table
SEN5857,2025-09-04 07:08:29,32.14,16.89,ERROR,Warehouse 1,television,indeed
SEN6545,2025-10-05 04:31:49,39.98,,OK,Plant C,they,else
SEN2233,2024-12-23 15:54:05,48.94,43.46,ERROR,Plant B,every,nearly
SEN5761,2024-12-16 05:31:04,,98.35,ERROR,Plant A,expert,concern
SEN2223,2025-08-24 03:47:26,18.35,47.12,ERROR,Plant C,among,space
SEN7455,2025-02-26 05:09:56,37.47,,WARN,Plant A,example,analysis
SEN2496,2024-12-24 16:17:22,12.58,,WARN,Plant C,body,piece
SEN7895,2025-10-22 20:29:59,10.12,42.01,WARN,Plant A,family,teacher
SEN8589,2025-06-11 15:23:28,27.48,14.99,OK,Warehouse 1,more,will
SEN4359,2024-11-04 09:42:43,26.1,35.0,WARN,Plant A,education,to
SEN7435,2025-03-05 17:08:47,-7.45,,OK,Plant C,finally,represent
SEN4402,2025-08-03 12:57:52,,13.04,OK,Plant C,either,born
SEN3349,2025-09-19 20:09:05,13.58,86.17,OK,Plant B,focus,environment
SEN8375,2025-05-26 13:14:49,11.39,22.59,ERROR,Warehouse 1,whole,two
SEN4438,2025-03-08 12:21:39,6.4,76.08,OK,Warehouse 1,wind,enjoy
SEN9201,2025-05-22 21:03:16,9.33,14.78,WARN,Warehouse 1,real,important
SEN3129,2024-11-04 04:37:09,0.31,79.07,OK,Plant C,beautiful,space
SEN7691,2025-08-13 00:41:39,9.58,57.24,OK,Warehouse 1,give,challenge
SEN9167,2025-04-07 08:13:24,12.07,91.38,OK,Plant C,may,keep
SEN4672,2024-12-31 15:11:48,1.89,40.76,WARN,Plant C,sure,people
SEN3085,2025-10-13 13:32:10,14.07,,WARN,Warehouse 1,identify,size
SEN5868,2025-03-23 17:13:40,33.91,46.95,WARN,Plant C,Democrat,head
SEN5280,2025-09-22 19:57:33,24.89,94.27,ERROR,Plant A,foot,physical
SEN3453,2025-07-10 19:42:55,38.68,24.84,OK,Warehouse 1,thought,forget
SEN8168,2025-08-23 07:11:17,12.06,24.96,OK,Plant A,interest,order
SEN4874,2025-03-03 17:14:05,8.19,34.69,ERROR,Plant A,reduce,common
SEN9349,2025-06-05 17:01:06,34.9,39.45,WARN,Warehouse 1,morning,parent
SEN3622,2025-07-13 12:22:52,34.58,92.41,WARN,Plant C,development,actually
SEN4573,2025-07-04 16:17:26,11.26,97.14,WARN,Plant B,lot,close
SEN3425,2024-11-23 14:29:01,16.17,31.57,OK,Plant C,dog,put
SEN6533,2025-03-25 02:03:58,26.89,84.34,OK,Plant C,stop,adult
SEN2810,2024-12-10 03:34:58,48.38,95.4,ERROR,Plant C,heavy,pay
SEN7582,2025-01-13 08:50:24,-5.89,34.38,ERROR,Plant A,visit,sing
SEN4514,2025-10-13 00:40:11,32.43,90.84,OK,Plant C,black,far
SEN3670,2025-01-03 14:56:49,,95.96,WARN,Warehouse 1,age,Mrs
SEN8042,2025-04-06 01:13:48,46.17,66.27,ERROR,Plant B,thus,raise
SEN4290,2024-12-13 23:48:56,44.27,46.84,OK,Plant A,term,box
SEN3348,2025-03-08 00:09:14,,91.8,OK,Plant C,should,detail
SEN6177,2025-01-05 06:49:41,7.58,95.46,OK,Plant C,coach,usually
SEN8110,2025-09-14 09:37:48,,62.83,ERROR,Warehouse 1,feeling,data
SEN9993,2025-05-24 18:57:07,,96.52,WARN,Warehouse 1,up,recognize
SEN8310,2025-03-16 22:37:20,13.18,85.86,WARN,Plant A,deal,one
SEN9945,2025-10-05 17:41:50,9.91,63.77,ERROR,Plant C,heart,change
SEN5548,2025-03-10 08:44:18,38.94,74.97,WARN,Plant B,community,decade
SEN2364,2025-05-23 18:19:35,41.67,15.82,OK,Plant B,issue,listen
SEN4280,2025-08-02 13:01:10,6.2,67.37,OK,Plant A,might,design
SEN3241,2025-10-05 19:56:31,11.07,26.54,WARN,Plant B,professor,especially
SEN3491,2024-10-26 16:17:22,47.02,,OK,Plant B,election,seek
SEN4910,2025-01-08 14:21:06,28.84,19.76,OK,Plant C,certain,reflect
SEN2349,2025-07-22 08:44:26,32.14,92.98,WARN,Plant B,professor,save
SEN5239,2025-06-10 07:29:53,25.39,95.57,ERROR,Warehouse 1,back,article
SEN1723,2025-10-20 05:05:01,-3.22,92.27,WARN,Warehouse 1,record,check
SEN4934,2025-05-30 09:34:42,20.9,72.31,ERROR,Plant C,front,smile
SEN3513,2024-11-21 20:20:50,7.41,87.19,ERROR,Plant C,sport,support
SEN9562,2025-08-11 17:51:31,19.56,79.65,WARN,Plant B,behavior,long
SEN2666,2025-06-28 18:43:36,21.58,75.69,ERROR,Plant C,how,religious
SEN2848,2025-01-26 01:00:50,18.57,65.97,OK,Plant C,television,direction
SEN3439,2025-03-25 19:47:15,46.95,75.23,OK,Plant C,trial,top
SEN9170,2025-03-21 17:31:41,-9.47,39.08,OK,Plant A,line,station
SEN1715,2025-01-18 12:42:58,46.31,64.62,OK,Plant B,place,the
SEN2505,2025-10-13 07:15:20,-5.83,88.27,ERROR,Plant C,whole,thousand
SEN5271,2025-08-29 17:43:09,21.3,18.53,OK,Plant C,during,difference
SEN2125,2024-11-27 04:53:22,1.84,72.61,OK,Plant A,section,go
SEN7932,2025-05-22 07:09:58,19.4,28.91,WARN,Plant C,very,from
SEN6349,2024-11-11 08:56:24,25.9,86.92,ERROR,Plant C,rise,keep
SEN2150,2025-08-07 15:12:56,45.5,86.6,WARN,Plant B,project,traditional
SEN6870,2025-07-18 02:20:18,,31.03,WARN,Plant B,staff,environment
SEN4929,2025-04-18 23:49:42,19.05,91.2,WARN,Plant A,agree,example
SEN1840,2025-10-07 01:09:19,16.32,77.97,ERROR,Plant A,imagine,forget
SEN7564,2024-11-09 16:19:57,11.07,67.17,OK,Warehouse 1,light,say
SEN3037,2025-09-22 15:20:41,20.05,74.16,OK,Plant B,budget,others
SEN8381,2024-11-11 20:03:11,,64.56,OK,Warehouse 1,create,new
SEN5984,2024-11-10 04:10:29,39.12,43.74,OK,Plant B,indeed,people
SEN7634,2024-11-01 05:38:10,30.12,,OK,Warehouse 1,could,yard
SEN8829,2025-05-02 07:50:27,16.95,84.09,WARN,Plant C,involve,boy
SEN1386,2025-01-26 12:19:40,3.57,19.62,ERROR,Warehouse 1,energy,pass
SEN7649,2025-08-14 04:45:34,2.05,91.8,ERROR,Warehouse 1,around,throw
SEN8159,2024-11-22 06:49:19,-1.18,83.52,ERROR,Plant C,environment,soldier
SEN4172,2024-12-15 16:32:01,34.06,17.92,ERROR,Plant A,act,fill
SEN5968,2025-06-13 22:28:54,44.03,37.98,ERROR,Warehouse 1,case,together
SEN3802,2025-05-15 03:41:18,-5.77,29.74,ERROR,Plant A,appear,thought
SEN9420,2025-10-09 08:05:09,28.8,31.93,ERROR,Plant B,accept,exist
SEN4607,2025-06-19 07:55:21,15.64,,WARN,Plant A,in,natural
SEN7391,2025-06-06 19:07:42,2.14,33.02,OK,Plant A,property,important
SEN5155,2025-03-22 18:37:57,15.34,53.44,OK,Plant B,fall,yet
SEN5492,2025-07-19 14:51:22,2.75,18.24,OK,Plant C,dog,floor
SEN7301,2025-05-27 10:14:58,40.78,93.89,OK,Plant C,require,new
SEN1778,2024-10-30 12:35:14,30.87,17.91,ERROR,Plant C,hold,piece
SEN4307,2025-08-04 07:30:45,-5.15,,OK,Plant A,total,more
SEN2982,2024-12-28 21:45:56,20.93,79.23,ERROR,Plant A,oil,brother
SEN4600,2024-12-31 21:34:42,34.31,57.14,ERROR,Plant A,get,family
SEN2354,2024-10-27 12:37:55,,40.36,WARN,Plant C,seven,nothing
SEN4347,2025-06-15 18:32:49,25.16,98.36,OK,Warehouse 1,bit,time
SEN3365,2025-04-08 05:32:16,42.57,60.74,WARN,Warehouse 1,watch,democratic
SEN6693,2025-10-12 16:21:39,,38.41,WARN,Warehouse 1,allow,cell
SEN4180,2024-12-15 15:44:35,31.91,,ERROR,Warehouse 1,sing,stock
SEN4142,2025-05-25 16:03:40,23.73,74.15,ERROR,Plant B,sometimes,heavy
SEN5712,2024-11-17 08:11:45,5.74,86.58,ERROR,Plant C,anything,scientist
SEN3804,2025-06-08 02:05:27,46.64,59.37,OK,Warehouse 1,heavy,him
SEN1936,2025-10-09 09:41:19,12.85,41.31,WARN,Plant A,among,avoid
SEN8908,2025-09-21 22:05:51,7.69,40.14,WARN,Plant C,red,bar
SEN9927,2025-02-02 09:36:27,-1.08,56.21,WARN,Plant C,film,magazine
SEN5504,2025-02-27 20:04:09,,16.69,ERROR,Warehouse 1,whose,human
SEN2804,2025-05-09 14:35:36,43.78,81.58,ERROR,Plant B,hold,room
SEN6311,2025-05-21 20:45:37,11.28,44.59,ERROR,Plant A,into,use
SEN1455,2025-01-06 01:43:50,3.8,34.2,OK,Plant C,owner,sing
SEN2129,2025-01-28 21:00:45,,41.68,ERROR,Plant B,heart,teach
SEN3757,2024-11-04 13:05:57,-3.01,53.04,OK,Plant A,past,TV
SEN8140,2025-05-09 06:06:51,-6.33,,OK,Plant A,world,benefit
SEN2697,2024-11-15 01:21:02,26.96,40.42,WARN,Plant B,star,couple
SEN3508,2024-12-15 14:20:27,42.91,84.42,ERROR,Plant A,stop,artist
SEN6832,2025-05-17 11:27:53,42.16,83.61,ERROR,Plant C,there,population
SEN4423,2025-09-19 14:00:23,0.43,38.05,WARN,Plant A,foot,finally
SEN8061,2025-10-20 05:35:09,8.27,,WARN,Plant B,network,system
SEN6782,2025-03-02 14:54:21,47.32,80.11,ERROR,Warehouse 1,know,professional
SEN7216,2024-11-16 15:25:11,25.16,35.74,ERROR,Warehouse 1,approach,outside
SEN2045,2025-01-25 04:44:05,13.82,43.46,WARN,Plant B,central,develop
SEN3590,2025-02-01 16:41:06,,94.48,WARN,Plant C,however,course
SEN3062,2025-06-12 10:48:59,-4.12,79.18,ERROR,Plant B,news,section
SEN1547,2025-10-22 18:11:20,33.88,10.43,ERROR,Warehouse 1,rich,capital
SEN1171,2024-12-20 12:16:12,29.81,97.44,WARN,Plant A,ok,worry
SEN8600,2025-10-07 12:41:52,-8.18,15.32,WARN,Plant A,purpose,speak
SEN2720,2025-09-27 04:43:52,-4.01,43.29,ERROR,Plant B,do,yard
SEN8407,2025-05-27 13:20:08,7.15,94.51,OK,Plant B,consumer,speak
SEN7531,2025-06-30 01:52:21,40.92,58.71,WARN,Plant B,marriage,need
SEN3802,2025-05-19 02:01:47,17.23,97.74,ERROR,Warehouse 1,visit,himself
SEN4947,2025-06-09 07:16:37,44.59,56.84,OK,Plant B,environment,because
SEN6676,2025-05-15 01:48:51,47.28,74.84,OK,Warehouse 1,church,team
SEN1608,2025-02-04 04:57:19,0.86,91.66,OK,Plant B,consumer,generation
SEN9404,2025-03-22 06:03:40,10.44,62.59,ERROR,Plant B,participant,skin
SEN3920,2024-12-14 22:28:51,-2.88,70.9,WARN,Plant B,subject,network
SEN8828,2024-12-11 11:20:15,23.22,56.85,ERROR,Warehouse 1,nice,memory
SEN8954,2025-03-21 05:17:13,12.35,40.52,WARN,Warehouse 1,early,green
SEN4974,2025-01-06 14:51:37,19.02,59.89,WARN,Plant C,report,share
SEN3925,2025-09-29 18:04:28,17.35,91.57,WARN,Plant C,mission,structure
SEN1436,2025-05-07 04:33:19,-9.87,70.48,OK,Plant B,wonder,enter
SEN5088,2025-07-27 21:23:02,39.9,73.53,WARN,Plant A,staff,market
SEN6947,2024-10-28 14:13:45,41.94,18.22,OK,Plant C,wife,usually
SEN8491,2025-01-23 04:28:20,-6.93,79.07,ERROR,Plant A,establish,social
SEN7442,2025-03-07 14:43:24,41.15,86.97,OK,Plant C,almost,leader
SEN4631,2025-05-18 15:02:19,-3.19,11.03,WARN,Plant A,huge,effect
SEN4237,2025-09-24 11:44:05,14.12,93.45,WARN,Warehouse 1,like,body
SEN1832,2025-01-02 16:46:56,30.76,,ERROR,Warehouse 1,significant,product
SEN6648,2024-11-17 21:45:48,-7.17,54.52,ERROR,Plant A,activity,reason
SEN7808,2025-02-16 04:06:11,31.35,,ERROR,Plant B,us,owner
SEN9896,2025-05-30 15:16:42,49.03,94.01,OK,Plant A,among,Republican
SEN1662,2024-12-14 20:16:28,-1.26,39.8,ERROR,Plant A,situation,guess
SEN9510,2025-01-20 10:53:51,-1.92,,OK,Plant C,growth,pass
SEN6620,2025-04-26 03:37:40,14.59,44.94,ERROR,Plant A,best,truth
SEN4926,2024-12-21 11:14:09,41.81,38.33,ERROR,Plant A,which,official
SEN3522,2025-04-02 02:12:31,-8.31,30.56,ERROR,Plant C,behavior,western
SEN2182,2025-04-28 22:34:01,15.0,12.1,OK,Plant C,sell,data
SEN2839,2025-05-08 19:57:18,11.3,33.34,OK,Plant C,relate,create
SEN9191,2025-07-10 09:59:24,42.59,82.54,ERROR,Plant C,town,boy
SEN3254,2025-06-17 04:57:25,40.76,80.61,WARN,Plant B,put,read
SEN8588,2025-06-23 21:08:14,0.78,72.34,ERROR,Plant A,bill,person
SEN2639,2025-07-21 11:59:22,20.81,28.09,WARN,Plant A,hair,base
SEN4462,2025-09-18 00:35:37,-6.98,19.13,WARN,Plant B,newspaper,best
SEN6400,2025-04-01 23:56:41,5.22,10.19,WARN,Plant A,wall,far
SEN3429,2025-03-15 03:10:47,25.48,92.56,ERROR,Plant A,another,left
SEN5956,2024-12-13 14:52:02,11.17,,OK,Warehouse 1,pull,reality
SEN4210,2024-12-15 02:05:10,3.47,,ERROR,Plant A,fill,similar
SEN7096,2025-10-05 01:48:21,10.6,51.26,OK,Plant C,look,drop
SEN1220,2025-07-19 09:16:55,15.86,62.41,OK,Plant A,song,manager
SEN1409,2025-05-29 13:51:40,-1.61,30.45,ERROR,Plant A,hard,main
SEN7687,2025-08-04 14:15:51,44.65,84.99,ERROR,Warehouse 1,born,place
SEN5349,2025-08-29 14:28:19,47.7,53.87,OK,Plant A,song,woman
SEN3227,2025-07-28 14:08:53,-2.96,89.86,WARN,Plant C,window,check
SEN8047,2025-03-22 15:43:35,-3.39,65.52,ERROR,Plant C,city,effect
SEN5788,2025-08-22 10:45:16,9.09,56.25,ERROR,Plant B,manager,media
SEN5153,2025-02-19 19:19:03,-4.39,,WARN,Warehouse 1,color,vote
SEN4774,2025-07-13 15:20:08,2.8,,ERROR,Plant A,as,somebody
SEN9746,2025-06-01 10:56:15,43.94,99.22,WARN,Plant B,we,own
SEN8403,2025-08-11 16:41:58,38.15,61.06,WARN,Plant C,mind,simple
SEN7394,2024-11-16 19:16:51,9.57,62.88,ERROR,Plant C,government,authority
SEN4765,2024-11-27 02:42:34,48.42,,ERROR,Plant A,amount,drive
SEN1186,2025-06-18 07:55:27,32.9,17.95,ERROR,Warehouse 1,prepare,know
SEN3206,2025-05-24 13:34:23,38.88,38.57,OK,Warehouse 1,expect,detail
SEN3556,2025-04-19 15:25:47,26.15,,OK,Warehouse 1,TV,will
SEN8165,2025-01-16 02:01:39,44.73,29.09,ERROR,Plant A,include,hit
SEN2117,2025-04-01 13:19:37,31.26,10.06,ERROR,Plant B,art,leave
SEN7474,2025-05-26 18:49:01,43.27,32.43,WARN,Warehouse 1,name,thing
SEN7247,2025-08-02 06:24:24,16.1,54.59,WARN,Plant C,on,begin
SEN3085,2025-06-13 09:22:07,-2.55,76.83,ERROR,Plant B,investment,gun
SEN1193,2025-07-10 07:24:05,7.75,15.13,ERROR,Plant B,travel,artist
SEN9899,2025-06-25 14:36:37,5.05,57.99,OK,Plant C,baby,outside
SEN3215,2025-06-09 19:41:49,49.08,21.18,ERROR,Plant C,many,foot
SEN6711,2024-12-27 11:36:43,3.48,76.53,ERROR,Plant B,seem,either
SEN3005,2025-09-18 23:07:17,27.26,,WARN,Plant C,bad,red
SEN7362,2025-10-20 22:35:28,7.79,,WARN,Plant A,young,in
SEN6305,2024-12-24 06:18:05,-7.22,13.2,WARN,Plant B,staff,despite
SEN7705,2025-04-29 05:46:54,7.84,86.1,OK,Plant C,natural,set
SEN2134,2025-07-07 06:06:56,15.56,95.14,OK,Plant C,prove,condition
SEN2445,2025-05-08 09:55:26,15.89,82.08,ERROR,Plant B,go,hot
SEN4335,2025-03-18 08:44:50,35.38,36.52,WARN,Warehouse 1,under,quality
SEN8980,2025-01-02 14:48:14,2.1,91.83,OK,Plant B,paper,page
SEN2285,2024-12-28 21:38:26,47.75,72.12,ERROR,Plant B,structure,most
SEN7187,2025-07-15 09:31:54,43.1,47.86,ERROR,Plant C,with,week
